incident_id,created_date,resolved_date,priority,severity,status,category,sub_category,assignment_group,resolver,sla_target_hours,resolution_time_hours,reopened_flag,sla_breach_flag,customer_id,ticket_subject,ticket_description,resolution,customer_satisfaction_rating
INC101589,02:00.0,06:48.0,P3,Medium,Closed,Network,Connectivity,Network Team,Rahul,72,35.08000183,0,0,CUST01622,Firewall Rule Request,User reported firewall rule request.,Resolved firewall rule request after investigation.,4
INC101590,46:00.0,49:00.0,P1,Critical,Closed,Security,Access,Security Team,Vikas,24,12.05000019,0,0,CUST02470,Password Reset,User reported password reset.,Resolved password reset after investigation.,5
INC101591,09:00.0,NULL,P3,Medium,Pending Engineering,Application,ERP,App Team,David,72,NULL,0,NULL,CUST04575,Database Timeout,User reported database timeout.,NULL,NULL
INC101592,33:00.0,01:48.0,P3,Medium,Closed,Network,Connectivity,Network Team,Vikas,72,53.47999954,1,0,CUST04845,Password Reset,User reported password reset.,Resolved password reset after investigation.,5
INC101593,54:00.0,18:00.0,P3,Medium,Closed,Email,Outlook,Messaging Team,David,72,46.40000153,0,0,CUST01051,Azure VM Down,User reported azure vm down.,Resolved azure vm down after investigation.,3
INC101594,52:00.0,43:00.0,P4,Low,Closed,Database,SQL,DB Team,Ankit,60,23.85000038,0,0,CUST04421,High CPU Usage,User reported high cpu usage.,Resolved high cpu usage after investigation.,5
INC101595,19:00.0,NULL,P2,High,Pending Engineering,Cloud,Azure,Cloud Team,John,48,NULL,0,NULL,CUST01280,Application Crash,User reported application crash.,NULL,NULL
INC101596,30:00.0,30:00.0,P3,Medium,Closed,Database,SQL,DB Team,Priya,72,39,0,0,CUST00504,Password Reset,User reported password reset.,Resolved password reset after investigation.,5
INC101597,46:00.0,38:48.0,P3,Medium,Closed,Email,Outlook,Messaging Team,Vikas,72,76.87999725,0,1,CUST02139,Database Timeout,User reported database timeout.,Resolved database timeout after investigation.,5
INC101598,40:00.0,NULL,P1,Critical,Open,Cloud,Azure,Cloud Team,Neha,24,NULL,0,NULL,CUST01022,VPN Connection Failure,User reported vpn connection failure.,NULL,NULL
INC101599,23:00.0,18:12.0,P3,Medium,Resolved,Access,Password,IAM Team,Rahul,72,50.91999817,0,0,CUST04835,Database Timeout,User reported database timeout.,Resolved database timeout after investigation.,NULL
INC101600,18:00.0,08:24.0,P2,High,Resolved,Cloud,Azure,Cloud Team,Neha,48,18.84000015,0,0,CUST00023,Application Crash,User reported application crash.,Resolved application crash after investigation.,NULL
INC101601,35:00.0,33:12.0,P4,Low,Closed,Database,SQL,DB Team,Sneha,60,25.96999931,0,0,CUST00823,Printer Offline,User reported printer offline.,Resolved printer offline after investigation.,4
INC101602,17:00.0,NULL,P2,High,Pending Engineering,Hardware,Laptop,Desktop Team,Ravi,48,NULL,0,NULL,CUST04460,Printer Offline,User reported printer offline.,NULL,NULL
INC101603,06:00.0,NULL,P4,Low,Pending Input,Backup,Restore,Infra Team,Rahul,60,NULL,1,NULL,CUST00250,Database Timeout,User reported database timeout.,NULL,NULL
INC101604,45:00.0,43:12.0,P3,Medium,Closed,Database,SQL,DB Team,Ankit,72,36.97000122,0,0,CUST00392,Email Delivery Delay,User reported email delivery delay.,Resolved email delivery delay after investigation.,5
INC101605,33:00.0,47:24.0,P3,Medium,Closed,Security,Access,Security Team,Ankit,72,30.23999977,0,0,CUST02859,Azure VM Down,User reported azure vm down.,Resolved azure vm down after investigation.,5
INC101606,43:00.0,12:24.0,P3,Medium,Closed,Email,Outlook,Messaging Team,Amit,72,39.49000168,0,0,CUST01642,High CPU Usage,User reported high cpu usage.,Resolved high cpu usage after investigation.,4
INC101607,10:00.0,49:36.0,P2,High,Resolved,Email,Outlook,Messaging Team,Amit,48,19.65999985,0,0,CUST01133,Database Timeout,User reported database timeout.,Resolved database timeout after investigation.,NULL
INC101608,02:00.0,47:36.0,P2,High,Closed,Email,Outlook,Messaging Team,Amit,48,22.76000023,0,0,CUST00415,Database Timeout,User reported database timeout.,Resolved database timeout after investigation.,4
INC101609,31:00.0,NULL,P3,Medium,Open,Database,SQL,DB Team,Neha,72,NULL,1,NULL,CUST02152,VPN Connection Failure,User reported vpn connection failure.,NULL,NULL
INC101610,34:00.0,NULL,P3,Medium,Pending Engineering,Database,SQL,DB Team,Vikas,72,NULL,0,NULL,CUST02581,Application Crash,User reported application crash.,NULL,NULL
INC101611,45:00.0,28:48.0,P3,Medium,Closed,Application,ERP,App Team,John,72,42.72999954,0,0,CUST03236,Azure VM Down,User reported azure vm down.,Resolved azure vm down after investigation.,4
INC101612,31:00.0,NULL,P2,High,Open,Database,SQL,DB Team,Ankit,48,NULL,0,NULL,CUST00986,Firewall Rule Request,User reported firewall rule request.,NULL,NULL
INC101613,38:00.0,NULL,P4,Low,Open,Security,Access,Security Team,David,60,NULL,0,NULL,CUST00816,Printer Offline,User reported printer offline.,NULL,NULL
INC101614,31:00.0,17:48.0,P1,Critical,Closed,Hardware,Laptop,Desktop Team,Rahul,24,10.77999973,0,0,CUST04223,Printer Offline,User reported printer offline.,Resolved printer offline after investigation.,4
INC101615,18:00.0,NULL,P3,Medium,Open,Database,SQL,DB Team,Vikas,72,NULL,0,NULL,CUST00549,Firewall Rule Request,User reported firewall rule request.,NULL,NULL
INC101616,56:00.0,09:12.0,P4,Low,Resolved,Application,ERP,App Team,John,60,22.21999931,0,0,CUST00866,SAP Login Failure,User reported sap login failure.,Resolved sap login failure after investigation.,NULL
INC101617,03:00.0,23:24.0,P4,Low,Closed,Network,Connectivity,Network Team,Neha,60,43.34000015,0,0,CUST04683,Database Timeout,User reported database timeout.,Resolved database timeout after investigation.,3
INC101618,32:00.0,NULL,P3,Medium,Pending Engineering,Hardware,Laptop,Desktop Team,Ravi,72,NULL,1,NULL,CUST03641,Database Timeout,User reported database timeout.,NULL,NULL
INC101619,53:00.0,NULL,P3,Medium,Open,Access,Password,IAM Team,Neha,72,NULL,1,NULL,CUST00579,SAP Login Failure,User reported sap login failure.,NULL,NULL
INC101620,57:00.0,36:36.0,P3,Medium,Closed,Software,Installation,Desktop Team,Ravi,72,28.65999985,0,0,CUST01910,SAP Login Failure,User reported sap login failure.,Resolved sap login failure after investigation.,3
INC101621,32:00.0,06:48.0,P3,Medium,Closed,Network,Connectivity,Network Team,Sneha,72,48.58000183,0,0,CUST00768,Firewall Rule Request,User reported firewall rule request.,Resolved firewall rule request after investigation.,5
INC101622,24:00.0,NULL,P2,High,Open,Security,Access,Security Team,Vikas,48,NULL,1,NULL,CUST00689,Printer Offline,User reported printer offline.,NULL,NULL
INC101623,57:00.0,21:00.0,P4,Low,Resolved,Access,Password,IAM Team,Neha,60,35.40000153,0,0,CUST03213,SAP Login Failure,User reported sap login failure.,Resolved sap login failure after investigation.,NULL
INC101624,59:00.0,29:36.0,P4,Low,Resolved,Network,Connectivity,Network Team,Neha,60,29.51000023,0,0,CUST00725,Application Crash,User reported application crash.,Resolved application crash after investigation.,NULL
INC101625,07:00.0,49:00.0,P3,Medium,Closed,Network,Connectivity,Network Team,Rahul,72,43.70000076,0,0,CUST02731,SAP Login Failure,User reported sap login failure.,Resolved sap login failure after investigation.,5
INC101626,06:00.0,NULL,P3,Medium,Pending Engineering,Access,Password,IAM Team,Amit,72,NULL,0,NULL,CUST00371,Password Reset,User reported password reset.,NULL,NULL
INC101627,44:00.0,NULL,P3,Medium,Open,Access,Password,IAM Team,Amit,72,NULL,0,NULL,CUST02170,Printer Offline,User reported printer offline.,NULL,NULL
INC101628,01:00.0,00:24.0,P3,Medium,Closed,Software,Installation,Desktop Team,Neha,72,37.99000168,1,0,CUST02913,Printer Offline,User reported printer offline.,Resolved printer offline after investigation.,5
INC101629,52:00.0,NULL,P3,Medium,Open,Security,Access,Security Team,Sneha,72,NULL,1,NULL,CUST04117,SAP Login Failure,User reported sap login failure.,NULL,NULL
INC101630,17:00.0,NULL,P3,Medium,Open,Software,Installation,Desktop Team,Sneha,72,NULL,0,NULL,CUST03571,Email Delivery Delay,User reported email delivery delay.,NULL,NULL
INC101631,25:00.0,31:36.0,P2,High,Resolved,Software,Installation,Desktop Team,Rahul,48,18.11000061,1,0,CUST00606,Database Timeout,User reported database timeout.,Resolved database timeout after investigation.,NULL
INC101632,37:00.0,NULL,P4,Low,Pending Engineering,Cloud,Azure,Cloud Team,Priya,60,NULL,0,NULL,CUST01338,Azure VM Down,User reported azure vm down.,NULL,NULL
INC101633,26:00.0,24:12.0,P2,High,Closed,Cloud,Azure,Cloud Team,Rahul,48,33.97000122,0,0,CUST02632,VPN Connection Failure,User reported vpn connection failure.,Resolved vpn connection failure after investigation.,2
INC101634,06:00.0,50:24.0,P3,Medium,Resolved,Network,Connectivity,Network Team,Ravi,72,52.74000168,1,0,CUST01021,Firewall Rule Request,User reported firewall rule request.,Resolved firewall rule request after investigation.,NULL
INC101635,27:00.0,01:12.0,P4,Low,Closed,Network,Connectivity,Network Team,Ankit,60,27.56999969,0,0,CUST03967,Database Timeout,User reported database timeout.,Resolved database timeout after investigation.,5
INC101636,08:00.0,NULL,P2,High,Pending Input,Access,Password,IAM Team,Sneha,48,NULL,0,NULL,CUST00343,Azure VM Down,User reported azure vm down.,NULL,NULL
INC101637,58:00.0,NULL,P1,Critical,Pending Input,Email,Outlook,Messaging Team,Rahul,24,NULL,1,NULL,CUST02225,SAP Login Failure,User reported sap login failure.,NULL,NULL
INC101638,17:00.0,24:48.0,P3,Medium,Resolved,Database,SQL,DB Team,Ankit,72,43.13000107,0,0,CUST04473,Printer Offline,User reported printer offline.,Resolved printer offline after investigation.,NULL
INC101639,42:00.0,NULL,P3,Medium,Open,Cloud,Azure,Cloud Team,Vikas,72,NULL,0,NULL,CUST04502,Printer Offline,User reported printer offline.,NULL,NULL
INC101640,59:00.0,08:36.0,P3,Medium,Resolved,Access,Password,IAM Team,Neha,72,50.15999985,0,0,CUST02569,Azure VM Down,User reported azure vm down.,Resolved azure vm down after investigation.,NULL
INC101641,07:00.0,NULL,P2,High,Open,Access,Password,IAM Team,Ravi,48,NULL,0,NULL,CUST03914,VPN Connection Failure,User reported vpn connection failure.,NULL,NULL
INC101642,44:00.0,07:24.0,P4,Low,Resolved,Network,Connectivity,Network Team,Priya,60,32.38999939,0,0,CUST04883,VPN Connection Failure,User reported vpn connection failure.,Resolved vpn connection failure after investigation.,NULL
INC101643,51:00.0,23:24.0,P2,High,Resolved,Email,Outlook,Messaging Team,Priya,48,35.54000092,0,0,CUST02130,Database Timeout,User reported database timeout.,Resolved database timeout after investigation.,NULL
INC101644,38:00.0,56:36.0,P3,Medium,Closed,Hardware,Laptop,Desktop Team,John,72,42.31000137,0,0,CUST04755,Password Reset,User reported password reset.,Resolved password reset after investigation.,5
INC101645,03:00.0,34:48.0,P3,Medium,Closed,Email,Outlook,Messaging Team,Neha,72,46.52999878,0,0,CUST02678,Firewall Rule Request,User reported firewall rule request.,Resolved firewall rule request after investigation.,5
INC101646,10:00.0,28:36.0,P3,Medium,Closed,Backup,Restore,Infra Team,Amit,72,39.31000137,0,0,CUST02528,VPN Connection Failure,User reported vpn connection failure.,Resolved vpn connection failure after investigation.,4
INC101647,12:00.0,04:48.0,P3,Medium,Resolved,Network,Connectivity,Network Team,Amit,72,49.88000107,0,0,CUST01072,Printer Offline,User reported printer offline.,Resolved printer offline after investigation.,NULL
INC101648,21:00.0,NULL,P3,Medium,Pending Input,Network,Connectivity,Network Team,David,72,NULL,0,NULL,CUST04946,Printer Offline,User reported printer offline.,NULL,NULL
INC101649,14:00.0,46:24.0,P1,Critical,Closed,Email,Outlook,Messaging Team,Ravi,24,9.539999962,0,0,CUST03919,Firewall Rule Request,User reported firewall rule request.,Resolved firewall rule request after investigation.,5
INC101650,25:00.0,05:12.0,P4,Low,Closed,Backup,Restore,Infra Team,Vikas,60,21.67000008,1,0,CUST04124,Database Timeout,User reported database timeout.,Resolved database timeout after investigation.,5
INC101651,51:00.0,NULL,P4,Low,Open,Email,Outlook,Messaging Team,John,60,NULL,0,NULL,CUST04398,VPN Connection Failure,User reported vpn connection failure.,NULL,NULL
INC101652,30:00.0,NULL,P3,Medium,Open,Email,Outlook,Messaging Team,Rahul,72,NULL,0,NULL,CUST01048,Firewall Rule Request,User reported firewall rule request.,NULL,NULL
INC101653,11:00.0,NULL,P3,Medium,Open,Backup,Restore,Infra Team,Rahul,72,NULL,0,NULL,CUST02239,VPN Connection Failure,User reported vpn connection failure.,NULL,NULL
INC101654,45:00.0,34:12.0,P2,High,Resolved,Application,ERP,App Team,Amit,48,30.81999969,0,0,CUST02059,VPN Connection Failure,User reported vpn connection failure.,Resolved vpn connection failure after investigation.,NULL
INC101655,48:00.0,57:36.0,P3,Medium,Resolved,Cloud,Azure,Cloud Team,Amit,72,42.15999985,1,0,CUST04540,SAP Login Failure,User reported sap login failure.,Resolved sap login failure after investigation.,NULL
INC101656,10:00.0,20:12.0,P2,High,Closed,Software,Installation,Desktop Team,Ravi,48,19.17000008,0,0,CUST02075,SAP Login Failure,User reported sap login failure.,Resolved sap login failure after investigation.,4
INC101657,03:00.0,52:12.0,P4,Low,Closed,Email,Outlook,Messaging Team,Neha,60,29.81999969,0,0,CUST00629,Password Reset,User reported password reset.,Resolved password reset after investigation.,5
INC101658,12:00.0,57:00.0,P4,Low,Closed,Hardware,Laptop,Desktop Team,Neha,60,35.75,0,0,CUST00696,Azure VM Down,User reported azure vm down.,Resolved azure vm down after investigation.,2
INC101659,57:00.0,NULL,P3,Medium,Pending Engineering,Cloud,Azure,Cloud Team,Ankit,72,NULL,0,NULL,CUST01363,Application Crash,User reported application crash.,NULL,NULL
INC101660,01:00.0,49:36.0,P3,Medium,Closed,Software,Installation,Desktop Team,Amit,72,48.81000137,0,0,CUST00498,VPN Connection Failure,User reported vpn connection failure.,Resolved vpn connection failure after investigation.,5
INC101661,50:00.0,50:00.0,P2,High,Resolved,Network,Connectivity,Network Team,Neha,48,29,0,0,CUST01881,Azure VM Down,User reported azure vm down.,Resolved azure vm down after investigation.,NULL
INC101662,34:00.0,43:36.0,P2,High,Resolved,Security,Access,Security Team,Vikas,48,23.15999985,1,0,CUST00851,Application Crash,User reported application crash.,Resolved application crash after investigation.,NULL
INC101663,45:00.0,00:36.0,P3,Medium,Resolved,Hardware,Laptop,Desktop Team,Sneha,72,51.25999832,0,0,CUST02285,High CPU Usage,User reported high cpu usage.,Resolved high cpu usage after investigation.,NULL
INC101664,58:00.0,NULL,P3,Medium,Open,Security,Access,Security Team,Neha,72,NULL,1,NULL,CUST04356,Printer Offline,User reported printer offline.,NULL,NULL
INC101665,56:00.0,09:12.0,P4,Low,Closed,Database,SQL,DB Team,Rahul,60,26.21999931,0,0,CUST02626,VPN Connection Failure,User reported vpn connection failure.,Resolved vpn connection failure after investigation.,4
INC101666,38:00.0,16:24.0,P2,High,Closed,Software,Installation,Desktop Team,Rahul,48,26.63999939,0,0,CUST04653,Printer Offline,User reported printer offline.,Resolved printer offline after investigation.,4
INC101667,37:00.0,NULL,P3,Medium,Open,Application,ERP,App Team,Vikas,72,NULL,0,NULL,CUST02577,VPN Connection Failure,User reported vpn connection failure.,NULL,NULL
INC101668,44:00.0,32:36.0,P3,Medium,Closed,Database,SQL,DB Team,Neha,72,44.81000137,0,0,CUST04901,Database Timeout,User reported database timeout.,Resolved database timeout after investigation.,5
INC101669,24:00.0,NULL,P2,High,Pending Input,Application,ERP,App Team,Neha,48,NULL,0,NULL,CUST04561,Password Reset,User reported password reset.,NULL,NULL
INC101670,28:00.0,38:12.0,P3,Medium,Closed,Cloud,Azure,Cloud Team,Ankit,72,28.17000008,0,0,CUST03211,SAP Login Failure,User reported sap login failure.,Resolved sap login failure after investigation.,2
INC101671,13:00.0,27:24.0,P3,Medium,Closed,Software,Installation,Desktop Team,John,72,41.24000168,0,0,CUST00123,VPN Connection Failure,User reported vpn connection failure.,Resolved vpn connection failure after investigation.,5
INC101672,11:00.0,45:12.0,P1,Critical,Closed,Database,SQL,DB Team,Sneha,24,12.56999969,0,0,CUST04890,SAP Login Failure,User reported sap login failure.,Resolved sap login failure after investigation.,3
INC101673,30:00.0,NULL,P3,Medium,Pending Input,Database,SQL,DB Team,John,72,NULL,1,NULL,CUST02421,SAP Login Failure,User reported sap login failure.,NULL,NULL
INC101674,24:00.0,55:48.0,P3,Medium,Closed,Network,Connectivity,Network Team,Ankit,72,33.52999878,0,0,CUST00389,Database Timeout,User reported database timeout.,Resolved database timeout after investigation.,5
INC101675,26:00.0,NULL,P4,Low,Pending Engineering,Software,Installation,Desktop Team,Ravi,60,NULL,0,NULL,CUST03348,Email Delivery Delay,User reported email delivery delay.,NULL,NULL
INC101676,53:00.0,NULL,P2,High,Open,Network,Connectivity,Network Team,John,48,NULL,0,NULL,CUST00139,Email Delivery Delay,User reported email delivery delay.,NULL,NULL
INC101677,58:00.0,30:24.0,P1,Critical,Closed,Backup,Restore,Infra Team,Neha,24,17.54000092,0,0,CUST00378,Database Timeout,User reported database timeout.,Resolved database timeout after investigation.,5
INC101678,57:00.0,NULL,P3,Medium,Open,Email,Outlook,Messaging Team,Neha,72,NULL,1,NULL,CUST03220,Database Timeout,User reported database timeout.,NULL,NULL
INC101679,55:00.0,57:24.0,P4,Low,Closed,Database,SQL,DB Team,Ankit,60,21.04000092,0,0,CUST04846,Printer Offline,User reported printer offline.,Resolved printer offline after investigation.,5
INC101680,30:00.0,52:48.0,P3,Medium,Closed,Access,Password,IAM Team,John,72,41.38000107,0,0,CUST01154,Email Delivery Delay,User reported email delivery delay.,Resolved email delivery delay after investigation.,5
INC101681,46:00.0,NULL,P3,Medium,Open,Access,Password,IAM Team,Amit,72,NULL,0,NULL,CUST03762,Password Reset,User reported password reset.,NULL,NULL
INC101682,14:00.0,NULL,P3,Medium,Open,Software,Installation,Desktop Team,Sneha,72,NULL,0,NULL,CUST04635,SAP Login Failure,User reported sap login failure.,NULL,NULL
INC101683,33:00.0,NULL,P4,Low,Open,Hardware,Laptop,Desktop Team,Vikas,60,NULL,0,NULL,CUST03040,Database Timeout,User reported database timeout.,NULL,NULL
INC101684,11:00.0,14:36.0,P3,Medium,Closed,Database,SQL,DB Team,Vikas,72,36.06000137,0,0,CUST01088,VPN Connection Failure,User reported vpn connection failure.,Resolved vpn connection failure after investigation.,5
INC101685,48:00.0,07:48.0,P3,Medium,Closed,Software,Installation,Desktop Team,Vikas,72,50.33000183,0,0,CUST00048,Database Timeout,User reported database timeout.,Resolved database timeout after investigation.,5
INC101686,59:00.0,49:24.0,P2,High,Closed,Hardware,Laptop,Desktop Team,Priya,48,22.84000015,0,0,CUST00740,Firewall Rule Request,User reported firewall rule request.,Resolved firewall rule request after investigation.,4
INC101687,18:00.0,52:48.0,P3,Medium,Resolved,Application,ERP,App Team,David,72,44.58000183,1,0,CUST00753,SAP Login Failure,User reported sap login failure.,Resolved sap login failure after investigation.,NULL
INC101688,37:00.0,07:36.0,P2,High,Resolved,Email,Outlook,Messaging Team,Neha,48,19.51000023,0,0,CUST00610,High CPU Usage,User reported high cpu usage.,Resolved high cpu usage after investigation.,NULL
INC101689,51:00.0,NULL,P2,High,Pending Input,Backup,Restore,Infra Team,Neha,48,NULL,1,NULL,CUST04535,Password Reset,User reported password reset.,NULL,NULL
INC101690,18:00.0,04:12.0,P3,Medium,Closed,Network,Connectivity,Network Team,Priya,72,39.77000046,0,0,CUST03008,Password Reset,User reported password reset.,Resolved password reset after investigation.,4
INC101691,45:00.0,NULL,P1,Critical,Open,Network,Connectivity,Network Team,David,24,NULL,0,NULL,CUST02804,Printer Offline,User reported printer offline.,NULL,NULL
INC101692,03:00.0,27:00.0,P2,High,Resolved,Cloud,Azure,Cloud Team,Ravi,48,33.40000153,0,0,CUST04588,SAP Login Failure,User reported sap login failure.,Resolved sap login failure after investigation.,NULL
INC101693,56:00.0,NULL,P3,Medium,Pending Input,Network,Connectivity,Network Team,John,72,NULL,0,NULL,CUST04233,Database Timeout,User reported database timeout.,NULL,NULL
INC101694,44:00.0,35:00.0,P4,Low,Closed,Hardware,Laptop,Desktop Team,Ankit,60,44.84999847,0,0,CUST03057,SAP Login Failure,User reported sap login failure.,Resolved sap login failure after investigation.,3
INC101695,04:00.0,48:24.0,P3,Medium,Closed,Software,Installation,Desktop Team,John,72,41.74000168,0,0,CUST00895,Firewall Rule Request,User reported firewall rule request.,Resolved firewall rule request after investigation.,4
INC101696,11:00.0,40:24.0,P2,High,Resolved,Network,Connectivity,Network Team,Priya,48,32.49000168,0,0,CUST01116,VPN Connection Failure,User reported vpn connection failure.,Resolved vpn connection failure after investigation.,NULL
INC101697,02:00.0,06:48.0,P2,High,Resolved,Email,Outlook,Messaging Team,Vikas,48,17.07999992,0,0,CUST00710,Application Crash,User reported application crash.,Resolved application crash after investigation.,NULL
INC101698,50:00.0,38:00.0,P3,Medium,Closed,Backup,Restore,Infra Team,Neha,72,43.79999924,0,0,CUST04695,Printer Offline,User reported printer offline.,Resolved printer offline after investigation.,4
INC101699,22:00.0,37:36.0,P3,Medium,Closed,Security,Access,Security Team,Neha,72,47.25999832,0,0,CUST04217,Azure VM Down,User reported azure vm down.,Resolved azure vm down after investigation.,4
INC101700,12:00.0,17:24.0,P3,Medium,Closed,Database,SQL,DB Team,Ankit,72,46.09000015,0,0,CUST04600,VPN Connection Failure,User reported vpn connection failure.,Resolved vpn connection failure after investigation.,5
INC101701,14:00.0,NULL,P2,High,Open,Database,SQL,DB Team,Rahul,48,NULL,0,NULL,CUST02949,Application Crash,User reported application crash.,NULL,NULL
INC101702,33:00.0,NULL,P2,High,Pending Engineering,Backup,Restore,Infra Team,Ravi,48,NULL,0,NULL,CUST03323,Printer Offline,User reported printer offline.,NULL,NULL
INC101703,27:00.0,36:00.0,P4,Low,Closed,Email,Outlook,Messaging Team,Rahul,60,34.15000153,0,0,CUST04124,Application Crash,User reported application crash.,Resolved application crash after investigation.,1
INC101704,19:00.0,29:48.0,P3,Medium,Closed,Cloud,Azure,Cloud Team,Amit,72,48.18000031,0,0,CUST04426,Printer Offline,User reported printer offline.,Resolved printer offline after investigation.,3
INC101705,21:00.0,52:48.0,P3,Medium,Closed,Hardware,Laptop,Desktop Team,Neha,72,36.52999878,0,0,CUST03253,Database Timeout,User reported database timeout.,Resolved database timeout after investigation.,5
INC101706,36:00.0,05:24.0,P4,Low,Closed,Network,Connectivity,Network Team,Vikas,60,43.49000168,0,0,CUST02536,VPN Connection Failure,User reported vpn connection failure.,Resolved vpn connection failure after investigation.,5
INC101707,38:00.0,18:48.0,P2,High,Closed,Database,SQL,DB Team,David,48,25.68000031,0,0,CUST00157,Azure VM Down,User reported azure vm down.,Resolved azure vm down after investigation.,5
INC101708,51:00.0,42:36.0,P4,Low,Closed,Hardware,Laptop,Desktop Team,Amit,60,37.86000061,0,0,CUST01916,Azure VM Down,User reported azure vm down.,Resolved azure vm down after investigation.,5
INC101709,44:00.0,44:00.0,P4,Low,Closed,Application,ERP,App Team,John,60,37,0,0,CUST00488,Azure VM Down,User reported azure vm down.,Resolved azure vm down after investigation.,3
INC101710,55:00.0,00:24.0,P4,Low,Resolved,Network,Connectivity,Network Team,David,60,29.09000015,0,0,CUST02843,Password Reset,User reported password reset.,Resolved password reset after investigation.,NULL
INC101711,28:00.0,NULL,P3,Medium,Open,Backup,Restore,Infra Team,John,72,NULL,0,NULL,CUST04034,Firewall Rule Request,User reported firewall rule request.,NULL,NULL
INC101712,45:00.0,25:12.0,P2,High,Closed,Hardware,Laptop,Desktop Team,Vikas,48,34.66999817,0,0,CUST01890,High CPU Usage,User reported high cpu usage.,Resolved high cpu usage after investigation.,4
INC101713,00:00.0,27:36.0,P3,Medium,Resolved,Access,Password,IAM Team,Ankit,72,47.45999908,1,0,CUST02273,Azure VM Down,User reported azure vm down.,Resolved azure vm down after investigation.,NULL
INC101714,02:00.0,14:00.0,P3,Medium,Closed,Network,Connectivity,Network Team,Sneha,72,53.20000076,0,0,CUST00769,Application Crash,User reported application crash.,Resolved application crash after investigation.,5
INC101715,21:00.0,NULL,P3,Medium,Open,Application,ERP,App Team,Sneha,72,NULL,0,NULL,CUST01996,High CPU Usage,User reported high cpu usage.,NULL,NULL
INC101716,36:00.0,02:24.0,P2,High,Closed,Network,Connectivity,Network Team,Priya,48,17.44000053,1,0,CUST00158,Azure VM Down,User reported azure vm down.,Resolved azure vm down after investigation.,4
INC101717,27:00.0,NULL,P1,Critical,Open,Database,SQL,DB Team,Sneha,24,NULL,0,NULL,CUST03912,Printer Offline,User reported printer offline.,NULL,NULL
INC101718,49:00.0,NULL,P2,High,Pending Input,Hardware,Laptop,Desktop Team,Sneha,48,NULL,0,NULL,CUST01027,Application Crash,User reported application crash.,NULL,NULL
INC101719,12:00.0,NULL,P3,Medium,Open,Security,Access,Security Team,Vikas,72,NULL,0,NULL,CUST00169,High CPU Usage,User reported high cpu usage.,NULL,NULL
INC101720,31:00.0,59:48.0,P3,Medium,Resolved,Application,ERP,App Team,Priya,72,31.47999954,1,0,CUST01741,VPN Connection Failure,User reported vpn connection failure.,Resolved vpn connection failure after investigation.,NULL
INC101721,16:00.0,56:12.0,P3,Medium,Closed,Application,ERP,App Team,Neha,72,40.66999817,0,0,CUST04692,Password Reset,User reported password reset.,Resolved password reset after investigation.,5
INC101722,50:00.0,15:48.0,P3,Medium,Closed,Backup,Restore,Infra Team,David,72,46.43000031,0,0,CUST00381,Printer Offline,User reported printer offline.,Resolved printer offline after investigation.,5
INC101723,00:00.0,NULL,P4,Low,Open,Software,Installation,Desktop Team,Sneha,60,NULL,0,NULL,CUST01991,Printer Offline,User reported printer offline.,NULL,NULL
INC101724,56:00.0,59:36.0,P2,High,Closed,Email,Outlook,Messaging Team,Amit,48,32.06000137,0,0,CUST03740,High CPU Usage,User reported high cpu usage.,Resolved high cpu usage after investigation.,5
INC101725,35:00.0,NULL,P3,Medium,Open,Backup,Restore,Infra Team,Vikas,72,NULL,1,NULL,CUST04862,Password Reset,User reported password reset.,NULL,NULL
INC101726,19:00.0,26:12.0,P3,Medium,Closed,Network,Connectivity,Network Team,Ankit,72,32.11999893,0,0,CUST01159,VPN Connection Failure,User reported vpn connection failure.,Resolved vpn connection failure after investigation.,3
INC101727,22:00.0,NULL,P2,High,Open,Database,SQL,DB Team,Neha,48,NULL,0,NULL,CUST00203,Firewall Rule Request,User reported firewall rule request.,NULL,NULL
INC101728,00:00.0,07:48.0,P2,High,Resolved,Database,SQL,DB Team,Priya,48,21.12999916,0,0,CUST03535,VPN Connection Failure,User reported vpn connection failure.,Resolved vpn connection failure after investigation.,NULL
INC101729,41:00.0,NULL,P4,Low,Open,Application,ERP,App Team,David,60,NULL,0,NULL,CUST04297,High CPU Usage,User reported high cpu usage.,NULL,NULL
INC101730,36:00.0,00:36.0,P4,Low,Resolved,Network,Connectivity,Network Team,Priya,60,31.40999985,0,0,CUST04388,SAP Login Failure,User reported sap login failure.,Resolved sap login failure after investigation.,NULL
INC101731,35:00.0,NULL,P2,High,Open,Access,Password,IAM Team,Priya,48,NULL,0,NULL,CUST03854,Azure VM Down,User reported azure vm down.,NULL,NULL
INC101732,44:00.0,23:00.0,P3,Medium,Closed,Software,Installation,Desktop Team,Sneha,72,26.64999962,0,0,CUST04947,Email Delivery Delay,User reported email delivery delay.,Resolved email delivery delay after investigation.,5
INC101733,35:00.0,35:36.0,P3,Medium,Resolved,Application,ERP,App Team,Sneha,72,39.00999832,0,0,CUST02548,SAP Login Failure,User reported sap login failure.,Resolved sap login failure after investigation.,NULL
INC101734,06:00.0,56:24.0,P2,High,Resolved,Application,ERP,App Team,Rahul,48,17.84000015,0,0,CUST01045,Azure VM Down,User reported azure vm down.,Resolved azure vm down after investigation.,NULL
